,MWE,Greek,GPT_aided,GPT_unaided
2879,πιάνομαι μαλλί με μαλλί με κάποιον,Φυσικά μισό καπάκι λάδι αρκεί για να πιαστούν πάλι μαλλί με μαλλί και όλως τυχαίως ο Θοδωρής είναι αυτός που θυμώνει…,"""Naturally, half a cap of olive oil is enough for them to start squabbling again, and coincidentally Thodoris is the one who gets angry...""
","""Of course, half a cap of oil is enough to tangle hair with hair again and, quite randomly, Thodoris is the one who gets angry...""

"
2880,πιάνομαι μαλλί με μαλλί με κάποιον,Μαλλί με μαλλί πιάστηκε η Καλλιμούκου με την πρώην του Μισόκαλου- Το απίστευτο ξεκατίνιασμα στο Instagram!,"""Kallimoukou got into a tussle, a fallout, with Misokalou's ex - The incredible catfight on Instagram!""
","Hair tangled with hair, Kallimoukou got caught with his ex Misokalou- The unbelievable catfight on Instagram!

"
2881,πιάνω  στη φάκα κάποιον,Έπιασαν στη φάκα σπείρα διαρρηκτών. Οι αστυνμικοί τους συνέλαβαν την ώρα που είχαν μπουκάρει σε διαμέρισμα...,"""A gang of burglars were caught in a trap. The police arrested them just as they had broken into an apartment...""
","""They caught a gang of burglars red-handed. The police arrested them at the moment they had broken into an apartment...""

"
2882,πιάνω  στη φάκα κάποιον,"Στη φάκα έπιασε το ΠΑΣΟΚ και η ΝΔ την κυβέρνηση, αφού για δεύτερη συνεχή μέρα αναγκάζουν Υπουργό να αποσύρει συγκεκριμένη «ρουσφετολογική» ρύθμιση.","""PASOK and New Democracy have entrapped the government, as for the second consecutive day they force a Minister to withdraw a specific 'patronage' regulation.""
","""PASOK and ND got the upper hand in the government, as for the second consecutive day they forced a Minister to withdraw a specific ""corruption-related"" regulation.""

"
2883,πιάνω  στη φάκα κάποιον,Σαν ποντικάκι τσιμπάς κάθε μπάρα κ σε πιάνω στη φάκα.,"""You nibble on each bar like a little mouse, and I trap you in deceit.""
","""You nibble like a little mouse on every bar and I catch you in the trap.""

"
2884,πιάνω  στη φάκα κάποιον,Μερικές φορές τα ποντικάκια...δεν τα πιάνεις στη φάκα!,"""Sometimes, you can't catch the little mice... you can't trap them!""
","""Sometimes the little mice...you don't catch them in the trap!""

"
2885,πιάνω  στη φάκα κάποιον,"έως τον Απρίλιο θα έχει ετοιμαστεί και κυκλοφορήσει νέο,  πολύ πιο αποτελεσματικό εμβόλιο που θα «πιάνει» απόλυτα στη φάκα του την Όμικρον.","""By April, a new, much more effective vaccine will have been prepared and released that will absolutely entrap the Omicron variant.""
","""By April, a new, much more effective vaccine will have been prepared and released which will fully target the Omicron variant.""

"
2886,πιάνω  στη φάκα κάποιον,Εκείνο που είναι ΑΠΑΡΑΔΕΚΤΟ είναι να μαζευτούνε σε ένα μέρος όπου θα τους έπιαναν μαζεμένους σαν ποντικούς στη φάκα.,"""What is UNACCEPTABLE is for them to gather in a place where they would be trapped like rats.""
","""What is UNACCEPTABLE is to gather in one place where they would be caught grouped together like rats in the spotlight.""

"
2887,πιάνω  στη φάκα κάποιον,Στη φάκα έπιασαν 17 υποθέσεις για «μαύρο χρήμα».,"They trapped 17 cases of ""black money"".
","They brought up 17 cases of ""dirty money"" in the flashlight.

"
2888,πιάνω  στη φάκα κάποιον,"Στη φάκα έπιασε η [...] τον πρώην, πλέον, γραμματέα του υπουργικού συμβουλίου.","""[...] has entrapped the former, now, secretary of the ministerial council.""
","""The [...] caught the former, now, secretary of the ministerial council in the spotlight.""

"
2889,πιάνω  στη φάκα κάποιον,Στη φάκα έπιασε το «Π» τον Τατούλη με τις δραστηριότητές του στον κατασκευαστικό τομέα.,"""The 'P' entrapped Tatoulis with his activities in the construction sector.""
","""Tatoulis got caught 'red-handed' with his activities in the construction sector.""

"
2890,πιάνω  στη φάκα κάποιον,[...]τους πιάνει όλους στη φάκα και τους στέλνει στη φυλάκα.,"""[...]he entraps them all and sends them to prison.""
","""[...] catches everyone red-handed and sends them to jail.""

"
2891,πιάνω  στη φάκα κάποιον,Πιάστηκε στη... φάκα,"""Caught in the... trap""
","""He got caught in the... trap""

"
2892,πιάνω  στη φάκα κάποιον,Πιάστηκε στη φάκα της αποδεικτικής διαδικασίας ο Λαγός – Νέα στοιχεία αναγνώστηκαν στο δικαστήριο (sms+videos),"""The Rabbit was caught in the trap of the evidentiary process - New evidence was presented in court (sms + videos)""
","""The Hare was caught in the trap of the evidentiary process - New evidence was read in court (sms+videos)""
(Note: The name 'Hare' here is presumably a nickname or code-name for a person.)

"
2893,πιάνω  στη φάκα κάποιον,Το ποδοσφαιρικό κύκλωμα πιάστηκε στη φάκα,"The football circuit was caught in a trap.
","The football circuit got caught in the spotlight.

"
2894,πιάνω  στη φάκα κάποιον,"Αν αυξηθούν τα έσοδα, θα είναι επειδή πιάστηκε πάλι στη φάκα ο Θανάσης, αλλά όχι ο κύριος Θανάσης τάδε κάτοικος Γενεύης παρακαλώ.","""If the revenues increase, it will be because Thanasis got caught in the trap again, but not Mr. Thanasis of such-and-such, a resident of Geneva please.""
","""If the income is increased, it will be because Thanasis has been caught again in his schemes, but not Mr. Thanasis of such-and-such, a resident of Geneva, please.""

"
2895,γράφω εκεί που δεν πιάνει μελάνι κάποιον,Αλεξανδράκη: «Τους γράφω εκεί που δεν πιάνει μελάνι»,"Alexandrakis: ""I shrug them off where the ink doesn't stick.""
","Alexandraki: ""I write them where ink doesn't reach""

"
2896,γράφω εκεί που δεν πιάνει μελάνι κάποιον,Χριστινάκι γράψε κοριτσάρα μου τα πάντα εκεί που δεν πιάνει μελάνι και πέρα από την κούκλα μας που περιμένουμε μην βάζεις στο μυαλό σου τίποτα μα τίποτα άλλο...,"""Christina, my girl, disregard everything except our doll that we're waiting for, don't put anything, absolutely anything else in your mind...""
","""Christinaki, write down everything, my girl, where the ink doesn't reach and beyond our doll that we're waiting for, don't put anything else, nothing else in your mind...""

"
2897,γράφω εκεί που δεν πιάνει μελάνι κάποιον,"Σε αντίθεση, άλλες χώρες που οι πολίτες ζούσαν χαλαρά, έχοντας γραμμένα τα πάντα εκεί που δεν πιάνει μελάνι, τρώγοντας τα καλύτερα φαγητά, σπαταλώντας τα χρήματα των χωρών της προηγούμενης παραγράφου και γλεντώντας όλο το χρόνο δεν έχουν τίποτα να χάσουν αν συμβεί κάτι.","In contrast, there are other countries where the citizens live carefree lives, taking everything lightly, eating the best food, wasting the money of the countries mentioned in the previous paragraph, and partying all year long. They have nothing to lose should anything happen.
","In contrast, other countries where the citizens lived leisurely, having written everything where the ink doesn't reach, eating the best foods, squandering the money of the countries from the previous paragraph and celebrating all the time, have nothing to lose if something happens.

"
